variavel,desfecho,k,trimestre,coef_pp,ep_pp,ic95_inf_pp,ic95_sup_pp
muda_ocupacao_2,Muda de ocupação (2 dígitos),3,2023T3,0.3675859228686119,0.4003768046240151,-0.4171687998461151,1.152340645583339
muda_ocupacao_2,Muda de ocupação (2 dígitos),4,2023T4,0.5127126974937591,0.412487742699415,-0.29577995344610764,1.321205348433626
muda_ocupacao_2,Muda de ocupação (2 dígitos),5,2024T1,0.8323900554274235,0.3953679878225064,0.05745281613031865,1.607327294724528
muda_ocupacao_2,Muda de ocupação (2 dígitos),6,2024T2,0.16029639346311514,0.3995627769820035,-0.6228628021653492,0.9434555890915793
muda_ocupacao_2,Muda de ocupação (2 dígitos),7,2024T3,0.07626059942108199,0.3946183395832812,-0.6972072990218262,0.8497284978639901
muda_ocupacao_2,Muda de ocupação (2 dígitos),8,2024T4,0.042474531121642366,0.4075552539519349,-0.7563502424721398,0.8412993047154245
muda_ocupacao_2,Muda de ocupação (2 dígitos),9,2025T1,0.08664426642400425,0.39598795971974915,-0.6895081428547096,0.8627966757027181
muda_ocupacao_2,Muda de ocupação (2 dígitos),10,2025T2,0.40599365729464015,0.38676502797599815,-0.3520814329196465,1.1640687475089266
muda_ocupacao_2,Muda de ocupação (2 dígitos),11,2025T3,0.5091098637352731,0.39350101474800203,-0.26216803286146134,1.2803877603320075
muda_ocupacao_3,Muda de ocupação (3 dígitos),-15,2019T1,-0.8588359462121694,0.41095323439036596,-1.6643208988321945,-0.05335099359214425
muda_ocupacao_3,Muda de ocupação (3 dígitos),-14,2019T2,-0.5607782412865158,0.4165471534388329,-1.3772275013815722,0.2556710188085409
muda_ocupacao_3,Muda de ocupação (3 dígitos),-13,2019T3,-0.729361007748222,0.41590401693766577,-1.5445496943015244,0.08582767880508041
muda_ocupacao_3,Muda de ocupação (3 dígitos),-12,2019T4,-0.436260767249979,0.42674930944187217,-1.2727066655438342,0.4001851310438762
muda_ocupacao_3,Muda de ocupação (3 dígitos),-11,2020T1,-1.3938389105893294,0.4432736335362541,-2.2626731521212813,-0.5250046690573776
muda_ocupacao_3,Muda de ocupação (3 dígitos),-10,2020T2,-1.3628013603137261,0.44903648618977315,-2.242931026015929,-0.48267169461152276
muda_ocupacao_3,Muda de ocupação (3 dígitos),-9,2020T3,-1.5224419177120778,0.45458541432193106,-2.413447706874542,-0.6314361285496136
muda_ocupacao_3,Muda de ocupação (3 dígitos),-8,2020T4,-1.7225687890490227,0.4499850779389274,-2.604557732927383,-0.8405798451706621
muda_ocupacao_3,Muda de ocupação (3 dígitos),-7,2021T1,-1.2523011820883219,0.463294737982597,-2.1603775977092217,-0.34422476646742173
muda_ocupacao_3,Muda de ocupação (3 dígitos),-6,2021T2,-1.075643627391456,0.4535528998872863,-1.964625646521539,-0.18666160826137299
muda_ocupacao_3,Muda de ocupação (3 dígitos),-5,2021T3,-0.5582152911150982,0.4102065179285667,-1.3622366492832019,0.2458060670530054
muda_ocupacao_3,Muda de ocupação (3 dígitos),-4,2021T4,0.9249320596864641,0.44162346967702143,0.0593322060282106,1.7905319133447177
muda_ocupacao_3,Muda de ocupação (3 dígitos),-3,2022T1,0.41367129847417455,0.42373147405633615,-0.4168595204648738,1.244202117413223
muda_ocupacao_3,Muda de ocupação (3 dígitos),-2,2022T2,0.6569710951803354,0.3986343651103901,-0.12436837564774429,1.438310566008415
muda_ocupacao_3,Muda de ocupação (3 dígitos),-1,2022T3,0.0,0.0,0.0,0.0
muda_ocupacao_3,Muda de ocupação (3 dígitos),0,2022T4,-0.042667237713682436,0.3988405548274681,-0.8244108487226703,0.7390763732953054
muda_ocupacao_3,Muda de ocupação (3 dígitos),1,2023T1,0.1394063762413126,0.4164162664161022,-0.6767863399979469,0.9555990924805722
muda_ocupacao_3,Muda de ocupação (3 dígitos),2,2023T2,-0.14048554738785737,0.41798916091828925,-0.959761200437311,0.6787901056615963
muda_ocupacao_3,Muda de ocupação (3 dígitos),3,2023T3,0.34599825654538596,0.4232196978799234,-0.48352946039880546,1.1755259734895773
muda_ocupacao_3,Muda de ocupação (3 dígitos),4,2023T4,0.5415867127642019,0.43253389783693946,-0.3061972126320295,1.3893706381604334
muda_ocupacao_3,Muda de ocupação (3 dígitos),5,2024T1,0.8153785440366191,0.41875866455286503,-0.005405367244593409,1.6361624553178318
muda_ocupacao_3,Muda de ocupação (3 dígitos),6,2024T2,0.05082385214964446,0.41475889246942843,-0.7621203441530569,0.8637680484523458
muda_ocupacao_3,Muda de ocupação (3 dígitos),7,2024T3,0.14667050731575954,0.4171076754289067,-0.6708773985395303,0.9642184131710493
muda_ocupacao_3,Muda de ocupação (3 dígitos),8,2024T4,-0.14088829028456631,0.42959861189155685,-0.9829189365658391,0.7011423559967065
muda_ocupacao_3,Muda de ocupação (3 dígitos),9,2025T1,0.21035175431066852,0.42230461632724503,-0.6173823657971431,1.0380858744184802
muda_ocupacao_3,Muda de ocupação (3 dígitos),10,2025T2,0.4697279668418367,0.40237953191893966,-0.31895218233329087,1.2584081160169642
muda_ocupacao_3,Muda de ocupação (3 dígitos),11,2025T3,0.421998295285727,0.41473304541236583,-0.3908952397402371,1.2348918303116911
pareado,Pareamento (teste de atrito),-15,2019T1,0.03188100488568824,0.3515390960757511,-0.6571497407061576,0.7209117504775341
pareado,Pareamento (teste de atrito),-14,2019T2,-0.0713356422785916,0.34169385700148003,-0.7410693239148165,0.5983980393576334
pareado,Pareamento (teste de atrito),-13,2019T3,-0.11924628566086214,0.3391610771268194,-0.7840156170301075,0.5455230457083831
pareado,Pareamento (teste de atrito),-12,2019T4,0.1331658466162577,0.35140501480458686,-0.5556020942996033,0.8219337875321188
pareado,Pareamento (teste de atrito),-11,2020T1,1.7631397591860702,0.39261006580805596,0.9936082635703006,2.5326712548018397
pareado,Pareamento (teste de atrito),-10,2020T2,0.32815295427111546,0.43532694203737893,-0.5251053341998723,1.181411242742103
pareado,Pareamento (teste de atrito),-9,2020T3,0.6027067402145826,0.4544983035846853,-0.2881281867822801,1.4935416672114452
pareado,Pareamento (teste de atrito),-8,2020T4,0.3825072199663923,0.45933564922130826,-0.5178090987388041,1.2828235386715887
pareado,Pareamento (teste de atrito),-7,2021T1,0.4709455091950569,0.49882150535905034,-0.5067646732329334,1.448655691623047
pareado,Pareamento (teste de atrito),-6,2021T2,-0.1766455165137653,0.4435033773517132,-1.0459299465542393,0.6926389135267086
pareado,Pareamento (teste de atrito),-5,2021T3,-0.14441310119000422,0.4342089644424195,-0.9954801086785663,0.7066539062985577
pareado,Pareamento (teste de atrito),-4,2021T4,-0.5809017112287919,0.37970493382167564,-1.325138629900492,0.16333520744290794
pareado,Pareamento (teste de atrito),-3,2022T1,-0.07112753750594947,0.3527969540342847,-0.762623735210212,0.620368660198313
pareado,Pareamento (teste de atrito),-2,2022T2,0.2430113795597233,0.3341408274132504,-0.4119180607652203,0.8979408198846668
pareado,Pareamento (teste de atrito),-1,2022T3,0.0,0.0,0.0,0.0
pareado,Pareamento (teste de atrito),0,2022T4,-0.01630497259970265,0.33622561517559935,-0.675320680660803,0.6427107354613977
pareado,Pareamento (teste de atrito),1,2023T1,-0.19577629954784181,0.35655422893292,-0.89463690693996,0.5030843078442763
pareado,Pareamento (teste de atrito),2,2023T2,0.35456234386286134,0.36165302147077516,-0.3542921016633214,1.063416789389044
pareado,Pareamento (teste de atrito),3,2023T3,0.18133314846005588,0.36957014506304076,-0.5430391772467884,0.9057054741669003
pareado,Pareamento (teste de atrito),4,2023T4,0.08202159513564186,0.351786436203271,-0.6074939470389519,0.7715371373102357
pareado,Pareamento (teste de atrito),5,2024T1,-0.17727404342905573,0.35059284391354706,-0.8644500967829127,0.5099020099248012
pareado,Pareamento (teste de atrito),6,2024T2,-0.2565646636211538,0.35704385475432115,-0.9563849572858576,0.44325563004354984
pareado,Pareamento (teste de atrito),7,2024T3,-0.48774277473699956,0.3613454254327586,-1.1959943196760738,0.22050877020207468
pareado,Pareamento (teste de atrito),8,2024T4,-0.2829495052828745,0.3591940552043124,-0.9869842781783895,0.4210852676126404
pareado,Pareamento (teste de atrito),9,2025T1,-0.16265387609972057,0.35395056163524485,-0.856411191029018,0.5311034388295768
pareado,Pareamento (teste de atrito),10,2025T2,0.09108890250233188,0.354425014378904,-0.6035983588578485,0.7857761638625123
pareado,Pareamento (teste de atrito),11,2025T3,-0.17154707039899977,0.3550927522209123,-0.8675431247448678,0.5244489839468682
sai_do_emprego,Saída do emprego,-15,2019T1,0.5133301525246813,0.2395585226973818,0.043785770122137246,0.9828745349272253
sai_do_emprego,Saída do emprego,-14,2019T2,0.10090733874657894,0.23869715100660996,-0.36694872034353,0.568763397836688
sai_do_emprego,Saída do emprego,-13,2019T3,0.015597008763331617,0.23322958701365312,-0.4415424040166715,0.4727364215433348
sai_do_emprego,Saída do emprego,-12,2019T4,0.08672299977435789,0.24106371467283197,-0.385771619708262,0.5592176192569779
sai_do_emprego,Saída do emprego,-11,2020T1,-0.5022424297593333,0.28605902367832015,-1.0629296726564925,0.05844481313782594
sai_do_emprego,Saída do emprego,-10,2020T2,0.3028067533601672,0.32116527318451593,-0.3266901568251786,0.932303663545513
sai_do_emprego,Saída do emprego,-9,2020T3,0.8421456481027793,0.260771262955955,0.3310234378207424,1.3532678583848161
sai_do_emprego,Saída do emprego,-8,2020T4,0.9733215702986101,0.2853667572776298,0.41399119751364805,1.532651943083572
sai_do_emprego,Saída do emprego,-7,2021T1,1.069481531878025,0.3492311771684009,0.38497431605087373,1.7539887477051763
sai_do_emprego,Saída do emprego,-6,2021T2,1.2796623270988745,0.2422563640695114,0.8048300666169652,1.7544945875807838
sai_do_emprego,Saída do emprego,-5,2021T3,0.8192492937182025,0.22226977413268512,0.38359155694996183,1.2549070304864434
sai_do_emprego,Saída do emprego,-4,2021T4,0.018827349011065583,0.27013093321742443,-0.5106401931044154,0.5482948911265466
sai_do_emprego,Saída do emprego,-3,2022T1,0.32952074279798016,0.24489758997453928,-0.1504884271605691,0.8095299127565294
sai_do_emprego,Saída do emprego,-2,2022T2,-0.037747375977179067,0.24247753394773713,-0.5130131383554444,0.4375183864010863
sai_do_emprego,Saída do emprego,-1,2022T3,0.0,0.0,0.0,0.0
sai_do_emprego,Saída do emprego,0,2022T4,0.017207176431476984,0.24725368697947134,-0.4674200388406127,0.5018343917035666
sai_do_emprego,Saída do emprego,1,2023T1,0.10082523565326446,0.23678398909400392,-0.36328094879838113,0.56493142010491
sai_do_emprego,Saída do emprego,2,2023T2,0.09508909482714771,0.242486245406003,-0.38019374236125253,0.5703719320155479
sai_do_emprego,Saída do emprego,3,2023T3,0.0892816932006886,0.24078406886804876,-0.38266480920715595,0.5612281956085332
sai_do_emprego,Saída do emprego,4,2023T4,-0.05570619018233969,0.24730502971225818,-0.5404340392848846,0.4290216589202053
sai_do_emprego,Saída do emprego,5,2024T1,-0.1575771888262012,0.23796373418825986,-0.6239957213230657,0.30884134367066335
sai_do_emprego,Saída do emprego,6,2024T2,0.25086521603216,0.22410255648909833,-0.1883848481971556,0.6901152802614756
sai_do_emprego,Saída do emprego,7,2024T3,0.21721712651806324,0.23058700995666195,-0.23474272847286687,0.6691769815089933
sai_do_emprego,Saída do emprego,8,2024T4,-0.001993822348550082,0.23722374653557696,-0.46696194915142303,0.46297430445432286
sai_do_emprego,Saída do emprego,9,2025T1,0.3222494620824007,0.22654133593436282,-0.12178070838379167,0.766279632548593
sai_do_emprego,Saída do emprego,10,2025T2,0.36210296771318656,0.22421780604684047,-0.07737299030526612,0.8015789257316392
sai_do_emprego,Saída do emprego,11,2025T3,0.21480262559230492,0.23349973264280363,-0.2428662835344362,0.6724715347190461
