variavel,desfecho,coef_baseline_pp,coef_robustez_pp,ep_pp,ic95_inf_pp,ic95_sup_pp,p_valor,n,clusters,variacao_magnitude_pct,sinal_invertido
mobilidade_descendente_aioe,Transição para menor AIOE,2.18746874812873,0.29328156783737636,0.2598795366938972,-0.21609282998511511,0.8026559656598677,0.2591053420874938,2876964,31036,-86.59265106812319,False
muda_ocupacao_3,Muda de ocupação (3 dígitos),0.8607335299129999,0.23482509917542074,0.3164153059621839,-0.38536169193059755,0.855011890281439,0.45800690021718976,2880049,31036,-72.71802584486791,False
muda_ocupacao_2,Muda de ocupação (2 dígitos),0.27783745350739,0.3085171124581411,0.2953586035567209,-0.2703976906939214,0.8874319156102036,0.29623869137004066,2880049,31036,11.042304974888895,False
sai_do_emprego,Saída do emprego,-0.25037067190566,0.12119694972446685,0.17363955659387376,-0.21914359605738912,0.46153749550632284,0.4851948859466238,3176283,31047,-51.5929925809625,True
pareado,Pareamento (teste de atrito),-0.26055533884736,-0.08681726797962144,0.2736848731212695,-0.6232506100717415,0.4496160741124987,0.7510817055260589,3960584,31145,-66.67991208175503,False
formal_para_informal,Transição de formal para informal,-0.67308268115796,-0.704178445923165,0.3040389196323108,-1.3001075370232356,-0.10824935482309445,0.02056053032627209,1676862,30360,4.619902671052012,False
mobilidade_ascendente_aioe,Transição para maior AIOE,-1.36367819210617,0.0813309336250168,0.24942834056363472,-0.4075586972816107,0.5702205645316444,0.7443740943627509,2876964,31036,-94.03591447778432,True
