variavel,desfecho,coef_baseline_pp,coef_robustez_pp,ep_pp,ic95_inf_pp,ic95_sup_pp,p_valor,n,clusters,variacao_magnitude_pct,sinal_invertido
mobilidade_descendente_aioe,Transição para menor AIOE,2.18746874812873,2.187468748233979,0.3633525376369811,1.4732075236398066,2.9017299728281523,3.863240965299197e-09,2876964,412,4.8114845441205034e-09,False
muda_ocupacao_3,Muda de ocupação (3 dígitos),0.8607335299129999,0.8607335300185436,0.4580721963702723,-0.03972311756611103,1.7611901776031982,0.060947185328294066,2880049,412,1.2262058035616974e-08,False
muda_ocupacao_2,Muda de ocupação (2 dígitos),0.27783745350739,0.27783745361212636,0.46514775311482826,-0.6365279886046473,1.1922028958289002,0.5506292811509846,2880049,412,3.76970010762534e-08,False
sai_do_emprego,Saída do emprego,-0.25037067190566,-0.2503706719098124,0.16952609855162823,-0.5836170544440472,0.08287571062442255,0.1404720714551565,3176283,412,1.6584955631060438e-09,False
pareado,Pareamento (teste de atrito),-0.26055533884736,-0.26055533872414016,0.1391860566417396,-0.5341607025669179,0.013050025118637593,0.061917513832679585,3960584,412,-4.729123759261711e-08,False
formal_para_informal,Transição de formal para informal,-0.67308268115796,-0.673082681232111,0.3649534194555457,-1.3905012042314728,0.04433584176725073,0.06586279587882363,1676862,410,1.1016632051052966e-08,False
mobilidade_ascendente_aioe,Transição para maior AIOE,-1.36367819210617,-1.3636781920012953,0.482635049151662,-2.3124193332659972,-0.41493705073659387,0.004951074774511898,2876964,412,-7.69057040272969e-09,False
