variavel,desfecho,coef_baseline_pp,coef_robustez_pp,ep_pp,ic95_inf_pp,ic95_sup_pp,p_valor,n,clusters,variacao_magnitude_pct,sinal_invertido
mobilidade_descendente_aioe,Transição para menor AIOE,2.18746874812873,2.187468748233979,0.36402944534306225,1.471876890502559,2.9030606059653996,4.116530257450859e-09,2876964,412,4.8114845441205034e-09,False
muda_ocupacao_3,Muda de ocupação (3 dígitos),0.8607335299129999,0.8607335300185436,0.4597539741116285,-0.04302907666811247,1.7644961367051997,0.06189420860414483,2880049,412,1.2262058035616974e-08,False
muda_ocupacao_2,Muda de ocupação (2 dígitos),0.27783745350739,0.27783745361212636,0.4661818997185073,-0.6385608650621986,1.1942357722864514,0.5515132684134576,2880049,412,3.76970010762534e-08,False
sai_do_emprego,Saída do emprego,-0.25037067190566,-0.2503706719098124,0.1702989735195489,-0.5851363354834348,0.08439499166381007,0.14227727118726263,3176283,412,1.6584955631060438e-09,False
pareado,Pareamento (teste de atrito),-0.26055533884736,-0.26055533872414016,0.1543107839438859,-0.5638921757932781,0.04278149834499776,0.09207184583911658,3960584,412,-4.729123759261711e-08,False
formal_para_informal,Transição de formal para informal,-0.67308268115796,-0.673082681232111,0.36498169465472413,-1.3905567870827373,0.04439142461851531,0.06588365716924015,1676862,410,1.1016632051052966e-08,False
mobilidade_ascendente_aioe,Transição para maior AIOE,-1.36367819210617,-1.3636781920012953,0.48339412880145294,-2.3139114961218015,-0.41344488788078937,0.005018731560212085,2876964,412,-7.69057040272969e-09,False
